DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,1ACHO003.47,2009,1ACHO003.47,-77.35954461,38.51829608,1,541.5024,3,393,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,3,3,Medium,Phase2Medium,24.3400628,1,1,2012,2014,2016,1,1,9.5,6.5,115.5,0.21,0.02,4,0.04,0.05,0.3,0.02,7,4,7.95,1.34,9.47,12.8,72.9,0.88,2.37,3.26,-1.207,0.23125,14.103,60.256,74.359,-0.241,68,86,113,21,6.5,4.09,10,7.275,10.91,48.64,5.355,72.73,33.5,53.81,1.358,5,5,1,19,15.5,12.2,462,11.1,1,40.6,5,9640,1,22300,0.1,5,4.22,2.24,0.1,27,0.1,0.1,0.1,0.66,749,0.1,303,0.1,2.69,0.1,3.92,0.5,25.6,0.5,22,1.5,U,2009,2011,24.3400628,0.224231258,78.55092335,77.8853707,9.804761701,1.586757502,0.354199694,0.297070711,6.171358384,9.847608438,7.876658526,5.874287673,1.970949912,0.095691046,1.875258866,15,1.672483174,0.617596813,0.75172078,31.42857143,31.42857143,63.80952381,0.952380952,0,0,2.857142857,2.857142857,2.857142857,2.857142857,0,0,0,41.62933931,41.4893617,51.98768197,0.195968645,0,0.083986562,3.023516237,4.143337066,4.003359462,2.939529675,0.139977604,0,0.139977604,60.68895643,60.53360351,31.58392435,0.364741641,0.040526849,0.047281324,4.039175954,6.3086795,5.444106721,3.99189463,0.864572779,0,0.864572779,0.260622475,1.071182713,0,0,0,0,1,52955.44554,0.840018273,2,141,81.58804707,27.18526784,139,0,26.44062805,4.505058531,2.955165417,26.44062805,7161.02,1034.8,281.9300735,40.74017948,777.9910439,12.34106685,174.0141227,2.760340158,-77.6328887,120741.6325,15492.03052,27,1.161121085,12.83072806,0.509862578
State ProbMon,1ACUB004.63,2009,1ACUB004.63,-77.46378691,38.84146533,1,315.8764,4,394,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase3,4,3,Medium,Phase2Medium,38.6644449,1,1,2012,2014,2016,1,1,10.75,7.6,753.5,0.575,3.50E-02,3,0.04,0.25,0.7,0.02,4,3,133,5.41,267,40.3,81.8,0.52,2.35,2.88,0.526,0.1356,8.571,11.429,20,1.349,49.844,51,114,15.5,3,11.365,NA,17.275,35.455,53.18,6.12,36.815,20.5,42.305,0.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,20.7,0.66,140,0.1,0.1,4.14,1.43,116,0.1,152,0.1,0.89,0.1,1.45,0.5,1.21,0.5,295,3.9,NA,2009,2011,38.6644449,0.168961426,26.95563864,24.78610202,2.51914297,1.587158932,0.961642161,1.182729985,24.93349391,68.7942625,64.11457023,23.75076392,4.679692275,1.072186073,3.607506201,15,2.038905651,0.752905411,0.837426399,39.28571429,38.39285714,13.83928571,0.892857143,0.446428571,0.446428571,23.21428571,36.60714286,36.16071429,22.76785714,0.446428571,0,0.446428571,41.27953705,39.75245137,14.29030702,1.173444784,0.675132615,0.578685099,24.81916091,42.75839897,41.32776081,24.24047581,1.430638161,0.128596689,1.302041472,35.27000602,33.6228941,9.202015644,1.447803851,0.876203369,0.673134777,24.62394705,53.76805054,50.98901925,23.95081227,2.779031288,0.353489771,2.425541516,8.790595472,22.73543157,0,0,0,2,1,91095.94322,0.909676675,59,146,90.98185584,12.92217971,87,0,20.08985138,1.692325699,1.327556717,20.08985138,8055.37,966.9,317.1407224,38.06694969,45187.24266,451.2361275,72828.35395,727.2580152,61.1701659,670695.7426,113241.6664,174,4.733257322,16.88420833,1.910074081
State ProbMon,1BMDL025.92,2009,1BMDL025.92,-78.9776764,38.19904213,1,541.5024,3,395,VA,TS,Target,1,Potomac-Shenandoah,Shenandoah,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase3,3,4,Large,Phase2Large,224.7292379,1,1,2012,2014,2016,1,1,9.15,8.2,367.5,1.01,7.00E-02,11,0.04,0.47,0.3,0.02,6.4,11,4.43,1.54,8,13,92.9,0.73,9.6,10.33,-0.241,0.17,25.714,7.619,33.333,0.97,52.222,53.091,134,19.5,9.5,30,5,26.36,20.905,37.73,5.085,65.455,47,66.31,0.324,5,5,1,13.4,12.4,18.4,497,11.5,1,47.1,5,7990,1,15100,0.1,5,38.1,11.9,0.22,24.9,0.1,0.1,4.25,0.36,50,0.1,14.6,0.1,0.23,0.1,2.67,0.5,8.92,0.5,149,1.5,U,2009,2011,224.7292379,0.132362674,45.95628939,45.75217873,0,0.069119293,0.086592403,0.117518262,7.63698609,53.84222864,12.93767821,7.519467828,40.90455043,38.8550938,2.049456633,13,1.501587957,0.585425967,0.699187858,39.1862955,39.1862955,0,0,0,0,10.70663812,56.95931478,15.41755889,10.70663812,41.54175589,40.68522484,0.856531049,39.81481481,39.81481481,0,0.014136274,0,0,9.322872491,57.4639525,14.24936387,9.322872491,43.21458863,42.2674583,0.947130336,34.74588128,34.73713666,0,0.054216657,0.008744622,0,11.62160271,64.07359474,17.62566022,11.62160271,46.44793452,45.0138165,1.434118017,6.450493996,2.870383542,1,1,0,3,3,211428.2628,0.363248027,348,1355,544.5119051,128.4240229,1007,0,75.06716919,8.820878238,5.958691742,75.06716919,63245.78,924.25,2489.992683,36.38781493,36899.75759,63.39627427,38225.1772,65.67343462,3.591946649,2182342.189,284704.7696,310,5.532742695,13.04583538,1.466218357
State ProbMon,1BPGH000.29,2009,1BPGH000.29,-78.48450377,38.90262017,1,3790.5166,1,396,VA,TS,Target,1,Potomac-Shenandoah,Shenandoah,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase3,1,3,Medium,Phase2Medium,12.78603375,1,1,2012,2014,2016,1,1,11.45,8.2,492,1.5,0.02,4,0.04,0.5,0.3,0.02,3.3,4,8.97,1.74,17.3,19.6,45.9,3.22,2.73,5.95,NA,NA,NA,NA,NA,NA,NA,NA,127,16,7.5,23.24,3.6,13.17,30.25,59.045,5.26,54.935,90.5,51.34,0.2046,5,5,1,11.7,9.19,13.6,567,11.3,1,36.8,5,5170,1,11600,0.1,5,52.3,15,0.23,28.1,0.1,0.1,0.87,0.37,50,0.1,3.69,0.1,0.19,0.1,1,0.5,1,0.5,193,1.5,U,2009,2011,12.78603375,0.084262028,46.7029084,46.7029084,0,0.046208209,0,0,5.827670563,53.16662136,7.955966295,5.827670563,45.21065507,44.50122316,0.709431911,11,1.283352942,0.535199747,0.646020493,57.89473684,57.89473684,0,0,0,0,10.52631579,42.10526316,10.52631579,10.52631579,31.57894737,31.57894737,0,49.06937394,49.06937394,0,0,0,0,5.414551607,50.59221658,8.121827411,5.414551607,42.47038917,42.47038917,0,41.55789474,41.55789474,0,0,0,0,8.715789474,57.68421053,11.74736842,8.715789474,45.93684211,45.76842105,0.168421053,0.144316903,1.12886654,0,0,0,0,0,8877.878381,0.26808539,201,755,358.5500638,106.9576007,554,0,40.6966629,6.986758404,5.70235345,40.6966629,3760.17,902.94,148.0382689,35.54883809,1286.904656,38.8606739,1001.775564,30.25062759,-22.15619404,106280.0356,8717.303489,17,4.073752538,8.202202269,1.914871918
State ProbMon,2DAPP050.84,2009,2DAPP050.84,-77.85718062,37.35898205,1,315.8764,4,397,VA,TS,Target,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,4,4,Large,Phase2Large,890.6457786,1,1,2012,2014,2016,1,1,7.95,7.25,105,0.445,3.50E-02,37,0.04,0.38,0.5,0.03,9.5,37,7.96,1.99,5.21,5.2,91.8,1.23,13.86,15.1,-1.331,2.38E-02,30.476,63.81,94.286,-0.861,20,91.818,149.5,12.5,8,38.64,6.35,20.91,25,45,4.72,58.18,69,60.385,0.581,5,5,1,11.3,5,5,266,5,1,11.4,5,3560,1,7010,0.1,5,8.11,3.51,0.1,19.9,0.1,0.1,0.57,0.71,50,0.1,17.7,0.1,0.25,0.1,1,0.5,1.59,0.5,37,NA,Contamited Data,2009,2011,890.6457786,0.775740314,66.88295424,62.08240022,4.242440794,5.347235769,4.418438609,0.217197924,3.088681675,22.91654637,3.742655378,2.87148375,19.17389099,18.66376653,0.510124459,15,1.719574196,0.634986085,0.73320532,54.5177483,52.20509143,35.0125493,1.398350663,1.129437074,0.035855145,0.717102904,5.145213338,0.878451058,0.681247759,4.26676228,4.19505199,0.07171029,58.43634204,56.2286086,29.83198031,1.922750545,1.343591774,0.04950075,0.749582779,6.494498345,0.961728849,0.70008203,5.532769496,5.435182304,0.097587192,63.59412914,60.44613442,19.22810098,3.597285514,2.482031656,0.090252708,1.230987749,11.4297081,1.53084374,1.140735042,9.898864361,9.706029341,0.19283502,4.754736511,0.533846124,1,3,0,4,83,2067664.112,0.896344128,50,302,134.6493669,39.86579844,252,0,31.29141808,4.322252288,2.554009883,31.29141808,264821.04,1080.74,10426.03083,42.54884187,41345.35628,17.92344661,49451.5741,21.43753804,19.60611432,7985105.131,798359.7589,1276,1.458292513,9.998112058,0.61712151
State ProbMon,2DFSP000.30,2009,2DFSP000.30,-78.64152301,37.36980779,1,541.5024,3,398,VA,TS,Target,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,3,3,Medium,Phase2Medium,14.04172981,1,1,2012,2014,2016,1,1,9.65,7.55,52.5,0.155,1.50E-02,4,0.04,0.04,0.3,0.02,3.7,4,2.8,0.76,5,5,69.2,1.23,2.76,3.99,-0.886,0.1583,26.667,24.762,51.429,-0.141,72,84.727,138,17.5,10,46.82,13.65,38.18,5.91,45.455,4.02,89.545,71,77.5,0.7008,5,5,1,15.4,7.16,5.17,272,5.86,1,20.7,5,5700,1,11500,0.1,5,3.92,1.54,0.1,10,0.1,0.1,0.51,0.41,76.5,0.1,9.61,0.1,0.15,0.1,1,0.5,10.9,0.5,20,1.5,U,2009,2011,14.04172981,0.066782093,77.18031165,73.97971803,0.314123176,6.297303982,3.096710364,0.091516201,2.525352461,16.15384615,2.525352461,2.43383626,13.62849369,13.08681672,0.541676973,13,1.4650674,0.571187651,0.654182343,90.26548673,89.38053097,2.654867257,0.884955752,0.884955752,0,0,6.194690265,0,0,6.194690265,6.194690265,0,86.484375,85.2734375,3.28125,1.09375,0.9765625,0.0390625,0.78125,8.8671875,0.78125,0.7421875,8.0859375,7.734375,0.3515625,83.08402585,81.17266851,1.172668513,2.566943675,1.819021237,0.046168052,1.108033241,13.04709141,1.098799631,1.061865189,11.94829178,11.5143121,0.433979686,0.019567275,0.139277764,0,0,0,0,0,37610.8848,1.034171916,126,293,201.2814366,28.27315039,167,0,21.11328697,5.266584226,2.781319946,21.11328697,4367.77,1088.69,171.9595417,42.86183417,228.4219078,6.28082863,109.3835103,3.00767597,-52.11338905,120974.0098,11773.9381,20,1.205611001,9.732617874,0.531760954
State ProbMon,2DWDY005.35,2009,2DWDY005.35,-78.04037838,37.15532928,1,947.6292,2,399,VA,TS,Target,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,2,2,Small,Phase2Small,6.060630693,1,1,2012,2014,2016,1,1,9.9,6.85,118,0.79,0.06,9,0.04,0.62,0.5,0.04,8.6,9,7.08,2.66,9.23,6,83.1,1.62,7.97,9.59,-1.53,0.1575,14.286,80.952,95.238,-0.565,NA,96.364,103.5,14,6,50.905,3.6,12.725,34.545,65.91,4.635,59.545,61,53.715,0.6305,5,5,1,43.4,13.5,10.9,351,13.3,1,55.7,5,22500,1,24500,0.1,5,8.2,3.23,0.15,38.5,0.1,0.1,0.44,0.67,171,0.1,72.2,0.1,0.28,0.1,1,0.5,5.5,0.5,34,1.5,U,2009,2011,6.060630693,0.378570609,63.5252954,57.19284157,0.384306527,4.565790983,6.016978318,0.315475508,3.642308134,31.14603648,5.093495469,3.326832626,26.05254101,23.09854308,2.953997935,14,1.857908199,0.704004486,0.800650972,71.05263158,71.05263158,2.631578947,2.631578947,0,0,7.894736842,21.05263158,7.894736842,7.894736842,13.15789474,13.15789474,0,68.43853821,67.10963455,5.53709856,1.771871539,1.218161683,0.110741971,1.218161683,22.14839424,1.661129568,1.107419712,20.48726467,19.37984496,1.107419712,68.08731809,65.28066528,2.130977131,1.793139293,2.364864865,0.441787942,1.845114345,27.18295218,2.053014553,1.403326403,25.12993763,21.67359667,3.456340956,0.048760077,0.804864059,0,0,0,0,0,13134.72602,0.836764022,81,149,118.0963512,11.61609661,68,0,17.74333954,4.23060083,2.319196409,17.74333954,1093.74,1094.83,43.06065317,43.10356658,124.4155899,7.926049566,224.797368,14.32099532,80.68263643,71483.30347,6265.128118,17,1.811161785,8.764463607,1.294278996
State ProbMon,2-HKY001.26,2009,2-HKY001.26,-80.03744209,37.92417541,1,3790.5166,1,400,VA,TS,Target,1,James,James,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase3,1,1,Small,Phase2Small,0.493358781,1,1,2012,2014,2016,1,1,10.95,7.3,38,0.335,1.50E-02,3,0.04,0.21,0.1,0.02,1.5,3,1,0.89,5,8.07,68.8,3.22,7.11,10.33,-0.194,6.86,0.952,0.952,1.905,1.882,5.283,7.455,190.5,20,15.5,37.73,35.9,24.095,5,41.36,3.685,80,91.5,82.515,0.5116,14.8,5,1,16.1,16,19.6,1130,24.1,1,62.1,5,14000,1.01,28300,0.1,5,2.72,1.2,0.1,10,0.1,0.1,0.1,0.11,50,0.1,0.36,0.1,0.1,0.1,1.42,0.5,1,0.5,12,1.5,U,2009,2011,0.493358781,0,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0.151177973,0.137608121,0.064095418,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.159271,1.088713965,674,1078,854.2973835,88.60922512,404,1.122880697,44.1869278,23.11748614,7.257821511,43.0640471,4329.3,1150.6,170.4449739,45.29923706,10.47249949,8.195723295,2.821482132,2.208077151,-73.05817838,0,0,0,0,NA,0
State ProbMon,2-HRD002.06,2009,2-HRD002.06,-78.41946815,37.75466266,1,315.8764,4,401,VA,TS,Target,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,4,4,Large,Phase2Large,136.3060201,1,1,2012,2014,2016,1,1,10.4,8.35,62.5,0.28,2.50E-02,4,0.04,0.14,0.2,0.02,5.1,4,3.14,1.09,5,5,80,0.83,3.32,4.16,-0.959,0.1,26.667,38.095,64.762,-7.90E-02,58.75,69.636,140,16.5,8,42.725,17.75,42.27,7.73,49.545,4.065,90,76,75.56,0.5896,5,5,1,17,8.62,9.46,510,6.94,1,46,5,12300,1,21600,0.1,5,4.79,1.63,0.1,13.7,0.1,0.1,0.1,0.32,102,0.1,24.4,0.1,0.11,0.1,1,0.5,2.69,0.5,19,1.5,U,2009,2011,136.3060201,0.406890626,68.50421805,66.30328648,0.069344768,1.930690924,2.102523181,0.064755776,5.151908383,29.12250824,5.8843625,5.087152607,23.23814574,22.9528634,0.285282338,15,1.456349376,0.537785221,0.667180857,71.9054242,70.51460362,0.556328234,0.278164117,1.251738526,0,3.616133519,22.80945758,3.616133519,3.616133519,19.19332406,19.19332406,0,69.44403768,68.61912432,0.444184117,0.575975009,0.698003612,0,4.480890321,27.0268951,5.008053888,4.480890321,22.01884122,21.96514863,0.053692586,65.80921015,64.48604611,0.251921188,1.306985613,1.24689432,0.002311204,5.185185185,31.35609869,6.07153175,5.182873982,25.28456694,25.15398394,0.130583001,0.76080246,0.558176946,0,1,0,0,11,301101.144,0.852898145,79,725,196.5693722,83.00776141,646,0,42.71323395,6.889886517,5.32902385,42.71323395,42712.97,1060.54,1681.6139,41.75356585,5080.326069,14.3905155,5924.340742,16.78126879,16.61339571,1085284.698,236671.7213,268,3.037885093,21.80733975,0.890066362
State ProbMon,2-MCM003.32,2009,2-MCM003.32,-78.57235829,38.11760348,1,315.8764,4,402,VA,TS,Target,1,James,James,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase3,4,4,Large,Phase2Large,96.36036792,1,1,2012,2014,2016,1,1,9.833333333,7.466666667,82,0.33,3.50E-02,11,0.04,0.28,0.2,0.02,6.9,11,5.57,1.52,6.36,5.22,92.7,0.7,8.97,9.68,-0.843,1.25E-02,36.19,54.286,90.476,-0.807,37.5,90,185,19.5,9.5,26.615,13.25,28.15,6.61,42.36,4.565,88.085,117,70.55,0.6081,5,5,1,15.4,9.12,18,604,6.8,1,75.2,5,21800,1,32000,0.1,5,5.84,1.88,0.1,18.9,0.1,0.1,0.52,0.32,73.1,0.1,14.7,0.1,0.1,0.1,1,0.5,3.05,0.5,23,1.5,U,2009,2011,96.36036792,0.721188519,63.56519544,63.27924419,0.122602048,0.27765758,0.180657724,0.003966537,8.986008943,35.4146834,12.12426078,8.982042406,23.29042262,22.89917785,0.391244771,15,1.491019788,0.550587942,0.683868629,64.60176991,63.71681416,1.548672566,0,0,0,3.761061947,31.19469027,5.530973451,3.761061947,25.66371681,25.44247788,0.221238938,61.43290371,60.33358605,1.144806672,0.030326005,0.159211524,0,6.921910538,34.49583017,8.392721759,6.921910538,26.10310842,25.75435936,0.348749052,58.72978504,58.00901863,0.691790869,0.086926601,0.12676796,0,8.482587515,38.43061265,10.94369692,8.482587515,27.48691574,26.92008186,0.56683388,1.704076444,1.768329006,0,0,0,1,12,194624.4393,0.779827824,132,960,278.6183228,150.0382473,828,0,43.15517426,8.871036695,6.094325414,43.15517426,30860.11,1156.72,1214.965617,45.54018207,9735.664398,39.00919128,13091.52015,52.45554826,34.4697148,1081934.263,206435.6905,283,4.15475538,19.08024338,1.454082545
State ProbMon,2-POT031.78,2009,2-POT031.78,-80.22836828,37.59099289,1,315.8764,4,403,VA,TS,Target,1,James,James,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase3,4,4,Large,Phase2Large,67.98669281,1,1,2012,2014,2016,1,1,11,7.15,88.5,0.25,0.02,5,0.04,0.11,0.2,0.02,5,5,2.71,0.63,5,5,67.6,2.18,4.55,6.73,1.365,0.52,0,7.619,7.619,2.821,6.316,13.091,153,20,11,23.18,20.9,25.455,14.09,35,4.165,80,64.5,74.735,0.6421,5,5,1,7.02,9.5,17.5,149,14.8,1,64.7,5,3170,1,12700,0.1,5,8.68,1.2,0.1,33.5,0.1,0.1,0.52,0.26,50,0.1,7.1,0.1,0.54,0.1,1,0.5,6,0.5,27,1.5,U,2009,2011,67.98669281,0.029133508,90.93385671,89.27835789,0.012777854,0.292868424,1.591098435,0.060822587,2.850994884,8.734941299,3.004840251,2.790172297,5.730101047,5.438254852,0.291846196,15,0.619703398,0.228837485,0.246164035,81.80039139,81.40900196,0,0,0.391389432,0,6.653620352,18.19960861,8.023483366,6.653620352,10.17612524,10.17612524,0,83.01791572,82.15156868,0.058877954,0.193456136,0.824291362,0.033644545,4.777525444,16.5699386,5.526116578,4.743880898,11.04382202,10.42139793,0.622424089,78.35390628,76.98796579,0.054173277,0.237975467,1.30596293,0.046434238,7.224393453,21.27848934,8.085361607,7.177959215,13.19312773,12.45598421,0.73714352,0.128089026,0.188401797,0,0,0,1,0,172730.3045,0.980944473,534,1177,785.131869,149.1033695,643,0,45.37552261,14.00938144,6.96580103,45.37552261,20731.7,1006.44,816.2091022,39.62364344,308.8078024,1.753735733,82.05927351,0.466018925,-73.42707248,351773.8701,191286.5678,204,4.109467889,54.37770797,1.181031902
State ProbMon,2-TYE028.94,2009,2-TYE028.94,-79.00654174,37.79978863,1,315.8764,4,404,VA,TS,Target,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,4,4,Large,Phase2Large,52.26307625,1,1,2012,2014,2016,1,1,11.1,8.1,34,0.175,0.02,4,0.04,0.06,0.1,0.02,2.6,4,3.13,0.55,5,5,60,1.52,2.28,3.79,0.281,0.4425,1.905,9.524,11.429,1.804,25.513,30.818,149,14,7,25.515,5.1,13.375,28.5,68.495,5.04,69.33,108.5,49.885,0.5938,5,5,1,18.6,15.3,26.2,642,10.9,1,108,5,31600,1.61,36200,0.1,5,1.92,0.52,0.1,10,0.1,0.1,0.28,0.2,50,0.1,1.57,0.1,0.1,0.1,1.3,0.5,7.76,0.5,8,1.5,U,2009,2011,52.26307625,0.048536589,89.78537519,89.62114865,0.020611428,0.126992992,0.012632811,0.130982301,5.30046143,10.03909522,5.483969628,5.169479129,4.555125597,4.555125597,0,13,0.820895019,0.320043363,0.360257407,88.48684211,88.48684211,0,0,0,0,4.934210526,11.51315789,6.25,4.934210526,5.263157895,5.263157895,0,88.83664858,88.66787221,0.108499096,0,0.012055455,0.04822182,5.533453888,10.98251959,6.582278481,5.485232068,4.400241109,4.400241109,0,83.37585153,83.24409184,0.042050966,0.019623784,0.022427182,0.067281545,9.792268229,16.50079897,10.97810546,9.724986684,5.522693505,5.522693505,0,0.134465504,0.257283813,0,1,0,1,1,121583.7855,0.898215393,232,1225,708.9778342,218.9127521,993,0,50.37265396,17.86984915,8.313246659,50.37265396,19597.57,1121.4,771.5582907,44.14963014,613.5719185,4.532839142,509.4571727,3.76367846,-16.96862954,353848.2002,175504.2232,149,5.466526696,49.59873276,1.225492358
State ProbMon,3-HAL002.72,2009,3-HAL002.72,-77.48891838,38.28768822,1,947.6292,2,405,VA,TS,Target,1,Rappahannock-York,Rappahannock,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase3,2,2,Small,Phase2Small,9.422609664,1,1,2012,2014,2016,1,1,10.2,7.3,130.5,0.43,0.02,3,0.04,0.22,0.4,0.02,3.6,3,12.8,2.59,21.6,9.73,79.3,0.52,2,2.52,0.634,2.4,1.905,9.524,11.429,2.666,45,26,139,9,3.5,14.095,2.7,3.64,37.725,83.185,5.68,59.09,58,32.09,1.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,2.5,0.17,40.5,0.1,0.1,0.41,0.91,126,0.1,49.6,0.1,1.31,0.1,4.06,0.5,10.8,0.5,27,1.5,U,2009,2011,9.422609664,0.022114924,20.63690981,20.04349268,3.52733036,2.889683388,0.313294755,0.22483506,22.36187387,72.97924883,66.63226567,22.13703881,6.346983156,4.496701191,1.850281965,15,1.991050352,0.735233915,0.831881189,42.55319149,40.42553191,38.29787234,2.127659574,0,0,8.510638298,19.14893617,19.14893617,8.510638298,0,0,0,39.42687747,38.73517787,33.30039526,1.778656126,0,0,12.64822134,26.08695652,25.39525692,12.64822134,0.691699605,0.296442688,0.395256917,40.84837122,39.91094446,17.57675182,2.83571596,0.023435669,0.585891727,16.59245371,38.95008202,36.74712913,16.00656199,2.202952894,1.101476447,1.101476447,2.327317245,24.68567322,0,0,0,0,0,14803.98205,0.606606627,26,108,76.46837595,12.62199769,82,0,20.3711834,2.903687749,2.536698154,20.3711834,4180.35,1039.45,164.5807975,40.92325045,15184.11193,622.1827947,17468.96911,715.8068959,15.04768405,272525.0999,21198.53278,37,5.512381255,7.778561604,2.499327538
State ProbMon,3-XGR000.95,2009,3-XGR000.95,-78.46590615,38.39058961,1,3790.5166,1,406,VA,TS,Target,1,Rappahannock-York,Rappahannock,Bay,BayPhase2,Blue Ridge Mountains,Mountain,Phase2,Phase3,1,1,Small,Phase2Small,0.593744822,1,1,2012,2014,2016,1,1,10.15,7.05,26,0.275,7.50E-02,9,0.04,0.1,0.3,0.03,3.8,9,3.49,0.5,5,5,54.4,4.75,5.67,10.42,-0.48,7.8267,0,19.048,19.048,1.72,29.024,36.182,178,18,14,59.09,24.5,30.91,0.91,48.18,3.38,99.09,96,84.8,0.5359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.5,0.1,10,0.1,0.1,0.1,0.1,50,0.1,0.41,0.1,0.1,0.1,1,0.5,6.92,0.5,7,1.5,U,2009,2011,0.593744822,0,97.60093622,97.60093622,0,0,0,0,2.39906378,2.39906378,2.39906378,2.39906378,0,0,0,4,0.420112705,0.303047258,0.181320041,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0.000159846,0.026916325,0,0,0,0,0,352.6171368,0.229299644,566,899,734.2577754,76.80468319,333,0.794047415,36.85427475,18.0727404,6.686079224,36.06022733,1323.37,1323.37,52.10120924,52.10120924,17.9024514,11.64159456,0.550755892,0.358145187,-96.92357276,1495.961429,372.5449578,0,2.869219736,24.9033799,0
